date,query,cliques,impressoes,ctr,posicao
2026-01-06,aj fans,5,11,0.45454545454545453,1.5454545454545454
2026-01-06,almeida junior shopping centers,5,8,0.625,1.0
2026-01-06,almeida junior vagas,5,6,0.8333333333333334,1.0
2026-01-08,almeida junior ri,5,5,1.0,1.0
2026-01-12,ajfans sorteio,5,8,0.625,1.0
2026-01-13,ajfans sorteio,5,7,0.7142857142857143,1.0
2026-01-14,ajfans,5,12,0.4166666666666667,1.5833333333333335
2026-01-15,grupo almeida junior,5,6,0.8333333333333334,1.0
2026-01-16,ajfans sorteio,5,9,0.5555555555555556,1.2222222222222223
2026-01-16,grupo almeida junior,5,11,0.45454545454545453,1.0
2026-01-18,almeida junior,5,33,0.15151515151515152,3.5757575757575757
2026-01-20,almeida junior shopping centers,5,6,0.8333333333333334,1.0
2026-01-21,almeida junior shopping centers,5,10,0.5,1.0
2026-01-24,almeida junior shopping,5,7,0.7142857142857143,1.0
2026-01-25,almeida junior shopping,5,10,0.5,1.0
2026-01-31,almeida junior,5,53,0.09433962264150944,3.792452830188679
2026-02-02,ajfans,5,10,0.5,1.6
2026-02-02,almeida junior vagas,5,7,0.7142857142857143,1.0
2026-02-04,grupo almeida junior,5,7,0.7142857142857143,1.0
2026-02-05,almeida junior,5,63,0.07936507936507936,4.333333333333334
2026-02-05,almeida junior shopping centers,5,7,0.7142857142857143,1.0
2026-02-06,almeida junior shopping,5,11,0.45454545454545453,1.0
2026-02-13,almeida junior shopping centers,5,8,0.625,1.0
2026-02-17,grupo almeida junior,5,7,0.7142857142857143,1.0
2026-02-18,almeida junior shopping,5,14,0.35714285714285715,1.0714285714285714
2026-02-20,grupo almeida junior,5,11,0.45454545454545453,1.0
2026-02-21,almeida junior shopping,5,15,0.3333333333333333,17.333333333333332
2026-02-24,grupo almeida junior,5,7,0.7142857142857143,1.4285714285714286
2026-02-25,grupo almeida junior,5,7,0.7142857142857143,1.0
2025-12-10,almeida junior ri,4,4,1.0,1.0
2025-12-10,almeida junior shopping centers,4,5,0.8,1.0
2025-12-10,grupo almeida junior,4,8,0.5,1.0
2025-12-11,grupo almeida junior,4,7,0.5714285714285714,1.0
2025-12-12,aj fans,4,6,0.6666666666666666,1.5
2025-12-12,ajfans,4,17,0.23529411764705882,2.0588235294117645
2025-12-13,cotton on joinville,4,29,0.13793103448275862,5.724137931034483
2025-12-14,grupo almeida junior,4,5,0.8,1.0
2025-12-15,almeida junior shopping,4,11,0.36363636363636365,1.0
2025-12-15,grupo almeida junior,4,7,0.5714285714285714,1.0
2025-12-16,almeida junior shopping centers,4,7,0.5714285714285714,1.0
2025-12-17,grupo almeida junior,4,8,0.5,1.0
2025-12-18,aj fans,4,7,0.5714285714285714,1.0
2025-12-18,almeida junior shopping centers,4,9,0.4444444444444444,1.0
2025-12-19,grupo almeida junior,4,5,0.8,1.0
2025-12-21,grupo almeida junior,4,5,0.8,1.0
2025-12-22,continente shopping,4,465,0.008602150537634409,6.643010752688172
2025-12-25,almeida junior,4,54,0.07407407407407407,9.092592592592593
2025-12-27,aj fans,4,12,0.3333333333333333,1.0
2025-12-28,aj fans,4,7,0.5714285714285714,1.1428571428571428
2025-12-28,ajfans,4,14,0.2857142857142857,2.142857142857143
2025-12-28,shopping almeida junior,4,6,0.6666666666666666,1.0
2025-12-30,almeida junior,4,50,0.08,5.34
2026-01-01,almeida junior shopping,4,6,0.6666666666666666,1.0
2026-01-02,grupo almeida junior,4,4,1.0,1.0
2026-01-05,ajfans,4,15,0.26666666666666666,1.7333333333333334
2026-01-08,aj fans,4,8,0.5,1.375
2026-01-08,almeida junior shopping,4,16,0.25,1.0
2026-01-08,almeida junior shoppings,4,5,0.8,1.0
2026-01-08,grupo almeida junior,4,7,0.5714285714285714,1.0
2026-01-11,aj fans,4,11,0.36363636363636365,1.0
2026-01-11,ajfans sorteio,4,7,0.5714285714285714,1.0
2026-01-12,ajfans,4,13,0.3076923076923077,1.9230769230769231
2026-01-12,bemall,4,6,0.6666666666666666,2.5
2026-01-12,shopping almeida junior,4,6,0.6666666666666666,1.0
2026-01-12,sorteio almeida junior,4,13,0.3076923076923077,1.8461538461538463
2026-01-13,aj fans,4,6,0.6666666666666666,1.8333333333333335
2026-01-13,almeida junior shopping,4,11,0.36363636363636365,1.0
2026-01-15,shopping almeida junior,4,5,0.8,1.0
2026-01-15,sorteio shopping almeida junior,4,9,0.4444444444444444,1.4444444444444444
2026-01-17,aj fans,4,7,0.5714285714285714,2.428571428571429
2026-01-17,almeida junior shopping,4,9,0.4444444444444444,1.0
2026-01-19,aj fans,4,14,0.2857142857142857,3.0
2026-01-19,almeida junior ri,4,4,1.0,1.0
2026-01-19,almeida junior shopping,4,9,0.4444444444444444,5.666666666666667
2026-01-20,grupo almeida junior,4,10,0.4,1.0
2026-01-21,almeida junior shopping,4,14,0.2857142857142857,1.0
2026-01-23,almeida junior shopping centers,4,6,0.6666666666666666,1.0
2026-01-26,ajfans,4,9,0.4444444444444444,1.0
2026-01-28,almeida junior shopping,4,11,0.36363636363636365,1.0
2026-01-30,almeida junior shopping,4,15,0.26666666666666666,1.0666666666666667
2026-01-30,grupo almeida junior,4,13,0.3076923076923077,5.769230769230769
2026-02-01,almeida junior,4,48,0.08333333333333333,4.541666666666666
2026-02-01,grupo almeida junior,4,8,0.5,1.0
2026-02-04,almeida junior shopping,4,11,0.36363636363636365,1.0
2026-02-04,almeida junior shopping centers,4,11,0.36363636363636365,1.0
2026-02-06,almeida junior shopping centers,4,5,0.8,1.0
2026-02-06,grupo almeida junior,4,9,0.4444444444444444,1.0
2026-02-07,almeida junior,4,32,0.125,4.84375
2026-02-08,ajfans,4,6,0.6666666666666666,1.1666666666666667
2026-02-08,almeida junior,4,43,0.09302325581395349,4.162790697674419
2026-02-09,ajfans,4,9,0.4444444444444444,1.6666666666666665
2026-02-10,ajfans,4,13,0.3076923076923077,1.6923076923076923
2026-02-10,almeida junior shopping,4,7,0.5714285714285714,1.0
2026-02-10,grupo almeida junior,4,7,0.5714285714285714,1.0
2026-02-11,almeida junior shopping centers,4,6,0.6666666666666666,1.0
2026-02-11,grupo almeida junior,4,7,0.5714285714285714,1.0
2026-02-13,ajfans,4,9,0.4444444444444444,2.0
2026-02-13,almeida junior ri,4,4,1.0,1.0
2026-02-14,grupo almeida junior,4,6,0.6666666666666666,1.1666666666666667
2026-02-17,ajfans,4,8,0.5,1.375
2026-02-18,almeida junior,4,54,0.07407407407407407,4.0
2026-02-18,almeida junior shopping centers,4,7,0.5714285714285714,1.0
2026-02-18,grupo almeida junior,4,6,0.6666666666666666,1.0
2026-02-19,almeida junior shopping,4,17,0.23529411764705882,1.0
2026-02-19,almeida junior shopping centers,4,5,0.8,1.0
2026-02-20,almeida junior shopping centers,4,9,0.4444444444444444,1.0
2026-02-21,ajfans,4,7,0.5714285714285714,2.428571428571429
2026-02-21,almeida junior,4,47,0.0851063829787234,4.851063829787234
2026-02-22,almeida junior shopping,4,8,0.5,1.0
2026-02-23,aj fans,4,4,1.0,1.0
2026-02-25,almeida junior shopping centers,4,7,0.5714285714285714,1.0
2026-03-01,almeida junior,4,51,0.0784313725490196,5.352941176470588
2026-03-03,grupo almeida junior,4,4,1.0,1.0
2026-03-06,almeida junior ri,4,4,1.0,1.0
2026-03-07,grupo almeida junior,4,7,0.5714285714285714,1.0
2025-12-10,aj fans,3,6,0.5,1.8333333333333335
2025-12-11,cotton on joinville,3,18,0.16666666666666666,6.111111111111111
2025-12-12,almeida junior ri,3,3,1.0,1.0
2025-12-14,almeida junior shopping,3,7,0.42857142857142855,1.1428571428571428
2025-12-15,aj fans,3,5,0.6,1.8
2025-12-15,shopping almeida junior,3,6,0.5,1.0
2025-12-16,almeida junior vagas,3,3,1.0,1.3333333333333333
2025-12-17,almeida junior shopping,3,10,0.3,1.0
2025-12-17,almeida junior shopping centers,3,4,0.75,1.0
2025-12-17,empresa almeida junior,3,3,1.0,1.0
2025-12-17,jaimes almeida junior,3,4,0.75,1.0
2025-12-18,ajfans app,3,10,0.3,2.3
2025-12-21,ajfans app,3,12,0.25,2.0
2025-12-23,ajfans app,3,11,0.2727272727272727,2.1818181818181817
2025-12-26,ajfans app,3,13,0.23076923076923078,2.1538461538461537
2025-12-26,grupo almeida junior,3,9,0.3333333333333333,1.0
2025-12-26,shopping almeida junior,3,12,0.25,1.0833333333333333
2025-12-27,almeida junior,3,54,0.05555555555555555,4.5
2025-12-27,continente shopping,3,454,0.006607929515418502,6.991189427312776
2025-12-27,grupo almeida junior,3,6,0.5,1.0
2025-12-29,almeida junior shopping centers,3,4,0.75,1.0
2025-12-30,almeida junior shopping centers,3,6,0.5,1.0
2025-12-31,aj fans,3,11,0.2727272727272727,1.4545454545454546
2026-01-02,almeida junior trabalhe conosco,3,3,1.0,1.0
2026-01-04,aj fans,3,7,0.42857142857142855,1.1428571428571428
2026-01-04,almeida junior,3,46,0.06521739130434782,5.391304347826087
2026-01-04,grupo almeida junior,3,4,0.75,1.0
2026-01-07,aj fans,3,8,0.375,1.625
2026-01-07,almeida junior ri,3,4,0.75,1.0
2026-01-07,almeida junior shopping,3,6,0.5,1.0
2026-01-07,grupo almeida junior,3,3,1.0,1.0
2026-01-08,ajfans app,3,10,0.3,2.0
2026-01-08,almeida junior shopping centers,3,6,0.5,1.0
2026-01-08,almeida junior trabalhe conosco,3,5,0.6,1.8
2026-01-08,shopping almeida junior,3,7,0.42857142857142855,1.0
2026-01-09,aj fans,3,8,0.375,1.25
2026-01-09,almeida junior trabalhe conosco,3,5,0.6,1.0
2026-01-10,shopping almeida junior,3,10,0.3,1.3
2026-01-12,aj fans,3,8,0.375,2.0
2026-01-12,grupo almeida junior,3,10,0.3,1.0
2026-01-14,aj realty,3,4,0.75,2.25
2026-01-18,aj fans,3,10,0.3,14.0
2026-01-19,jaimes almeida junior,3,4,0.75,1.0
2026-01-20,almeida junior shoppings,3,4,0.75,1.0
2026-01-20,bemall login,3,4,0.75,2.75
2026-01-21,shopping almeida junior,3,3,1.0,1.0
2026-01-22,almeida junior shopping,3,7,0.42857142857142855,1.1428571428571428
2026-01-22,grupo almeida junior,3,5,0.6,1.0
2026-01-23,ajfans,3,5,0.6,1.0
2026-01-23,almeida junior shopping,3,9,0.3333333333333333,1.0
2026-01-23,shopping almeida junior,3,6,0.5,1.1666666666666667
2026-01-28,grupo almeida junior,3,6,0.5,1.0
2026-01-29,almeida junior shopping centers,3,5,0.6,1.0
2026-01-30,shopping almeida junior,3,3,1.0,1.0
2026-02-02,almeida junior shopping centers,3,8,0.375,1.0
2026-02-02,shoppings almeida junior,3,3,1.0,1.0
2026-02-03,almeida junior shopping,3,9,0.3333333333333333,1.0
2026-02-03,almeida junior shoppings,3,5,0.6,1.0
2026-02-03,jaimes almeida junior,3,12,0.25,1.0833333333333333
2026-02-03,shopping almeida junior,3,3,1.0,1.0
2026-02-04,aj fans,3,7,0.42857142857142855,1.1428571428571428
2026-02-05,aj fans,3,5,0.6,1.0
2026-02-05,almeida junior shopping,3,9,0.3333333333333333,1.0
2026-02-05,almeida junior vagas,3,3,1.0,1.0
2026-02-08,almeida junior shopping,3,11,0.2727272727272727,1.0
2026-02-08,jaimes almeida junior,3,5,0.6,1.0
2026-02-09,almeida junior shopping centers,3,5,0.6,1.0
2026-02-09,almeida junior trabalhe conosco,3,3,1.0,1.3333333333333333
2026-02-11,almeida junior shoppings,3,8,0.375,1.0
2026-02-17,almeida junior shopping,3,12,0.25,1.0
2026-02-19,grupo almeida junior,3,3,1.0,1.0
2026-02-20,aj fans,3,8,0.375,1.0
2026-02-20,almeida junior shopping,3,7,0.42857142857142855,1.0
2026-02-21,shoppings almeida junior,3,4,0.75,1.0
2026-02-22,shoppings almeida junior,3,3,1.0,1.0
2026-02-23,almeida junior shopping centers,3,5,0.6,1.0
2026-02-23,bemall,3,10,0.3,4.9
2026-02-24,almeida junior shopping,3,8,0.375,1.0
2026-02-27,grupo almeida junior,3,5,0.6,1.0
2026-02-28,almeida junior,3,40,0.075,4.8
2026-02-28,grupo almeida junior,3,4,0.75,1.0
2026-03-03,almeida junior ri,3,7,0.42857142857142855,1.0
2026-03-03,almeida junior shopping,3,9,0.3333333333333333,1.3333333333333333
2026-03-03,almeida junior shopping centers,3,4,0.75,1.0
2026-03-03,almeida junior trabalhe conosco,3,8,0.375,2.625
2026-03-07,ajfans,3,6,0.5,1.6666666666666665
2025-12-10,almeida junior empresa,2,4,0.5,1.0
2025-12-11,bemall,2,9,0.2222222222222222,3.5555555555555554
2025-12-12,almeida junior shopping centers,2,5,0.4,1.0
2025-12-12,grupo almeida junior,2,3,0.6666666666666666,1.0
2025-12-12,shoppings almeida junior,2,2,1.0,1.0
2025-12-13,aj fans,2,5,0.4,1.0
2025-12-13,almeida junior empresa,2,4,0.5,1.0
2025-12-13,grupo almeida junior,2,2,1.0,1.0
2025-12-13,jaimes almeida junior,2,3,0.6666666666666666,1.0
2025-12-14,almeida junior shopping centers,2,4,0.5,1.0
2025-12-14,camila angeloni de almeida ferreira,2,4,0.5,1.25
2025-12-14,cotton on joinville,2,19,0.10526315789473684,6.105263157894737
2025-12-14,shopping neumarkt,2,181,0.011049723756906077,5.933701657458563
2025-12-14,shoppings almeida junior,2,2,1.0,1.0
2025-12-15,almeida jr shopping,2,4,0.5,1.0
2025-12-15,almeida junior ri,2,2,1.0,1.0
2025-12-15,almeida junior shoppings,2,2,1.0,1.0
2025-12-15,almeida junior vagas,2,2,1.0,1.0
2025-12-15,cotton on joinville,2,24,0.08333333333333333,5.208333333333333
2025-12-15,shoppings almeida junior,2,3,0.6666666666666666,1.0
2025-12-16,app ajfans,2,9,0.2222222222222222,2.0
2025-12-16,grupo almeida junior,2,3,0.6666666666666666,1.0
2025-12-17,aj fans,2,5,0.4,1.2
2025-12-17,almeida junior trabalhe conosco,2,3,0.6666666666666666,1.0
2025-12-17,aplicativo ajfans,2,4,0.5,2.0
2025-12-19,almeida junior shopping centers,2,8,0.25,1.0
2025-12-19,app ajfans,2,5,0.4,2.0
2025-12-19,shopping almeida junior,2,5,0.4,1.0
2025-12-20,almeida jr,2,3,0.6666666666666666,1.3333333333333333
2025-12-21,jaj brasil investimentos e participacoes ltda,2,11,0.18181818181818182,6.454545454545454
2025-12-22,almeida jr,2,4,0.5,4.75
2025-12-22,almeida junior shopping centers,2,3,0.6666666666666666,1.0
2025-12-22,app ajfans,2,8,0.25,2.0
2025-12-22,grupo almeida junior,2,2,1.0,1.0
2025-12-22,shopping almeida junior,2,8,0.25,1.0
2025-12-23,app ajfans,2,10,0.2,2.0
2025-12-23,giraffas blumenau,2,4,0.5,2.25
2025-12-23,jaimes almeida junior,2,6,0.3333333333333333,1.0
2025-12-24,aj fans,2,7,0.2857142857142857,1.2857142857142856
2025-12-24,shopping almeida junior,2,6,0.3333333333333333,1.1666666666666667
2025-12-25,aj fans,2,6,0.3333333333333333,1.0
2025-12-25,grupo almeida junior,2,2,1.0,1.0
2025-12-26,bemall login,2,2,1.0,3.0
2025-12-26,shoppings almeida junior,2,2,1.0,1.0
2025-12-27,jaimes almeida junior,2,12,0.16666666666666666,1.0
2025-12-27,shopping almeida junior,2,4,0.5,1.0
2025-12-28,grupo almeida junior,2,2,1.0,1.0
2025-12-28,shoppings almeida junior,2,3,0.6666666666666666,1.0
2025-12-28,vagas almeida junior,2,3,0.6666666666666666,2.666666666666667
2025-12-30,aj fans,2,13,0.15384615384615385,1.1538461538461537
2025-12-30,almeida jr,2,6,0.3333333333333333,4.166666666666666
2025-12-31,shoppings almeida junior,2,2,1.0,1.0
2026-01-01,aj fans,2,2,1.0,1.0
2026-01-01,ajfan,2,2,1.0,1.0
2026-01-01,almeida junior shopping centers,2,2,1.0,1.0
2026-01-01,almeida junior shoppings,2,3,0.6666666666666666,1.0
2026-01-02,almeida junior shopping centers,2,3,0.6666666666666666,1.0
2026-01-02,bemall,2,7,0.2857142857142857,3.2857142857142856
2026-01-02,continente shopping,2,388,0.005154639175257732,6.677835051546392
2026-01-03,grupo almeida junior,2,4,0.5,1.0
2026-01-03,shopping almeida junior,2,3,0.6666666666666666,1.0
2026-01-04,ajfans app,2,8,0.25,2.125
