date,query,device,cliques,impressoes,ctr,posicao
2025-12-23,world wine itaim bibi,DESKTOP,0,1,0.0,62.0
2025-12-23,xfans login,DESKTOP,0,1,0.0,10.0
2025-12-23,zapalla,DESKTOP,0,2,0.0,8.0
2025-12-23,zapalla marca,DESKTOP,0,1,0.0,10.0
2025-12-23,zara balneario,DESKTOP,0,1,0.0,16.0
2025-12-23,zara balneario,MOBILE,0,1,0.0,10.0
2025-12-23,zara balneario shopping,MOBILE,0,1,0.0,11.0
2025-12-23,zee dog rio sul,DESKTOP,0,1,0.0,50.0
2025-12-23,"{'idcondominio':2205,'nomecondominio':'19054-1257 the spot one','lojarua':false,'pre':true}",MOBILE,0,4,0.0,7.0
2025-12-23,ótica dini,TABLET,0,1,0.0,11.0
2025-12-23,ótica diniz,DESKTOP,0,8,0.0,11.875
2025-12-23,ótica diniz,TABLET,0,1,0.0,14.0
2025-12-23,óticas diniz,DESKTOP,0,12,0.0,9.25
2025-12-23,óticas diniz,MOBILE,0,3,0.0,5.666666666666667
2025-12-23,óticas diniz,TABLET,0,1,0.0,8.0
2025-12-24,a marca schutz é brasileira,MOBILE,0,1,0.0,1.0
2025-12-24,academia continente shopping,MOBILE,0,1,0.0,5.0
2025-12-24,academia shopping continente,MOBILE,0,3,0.0,7.333333333333333
2025-12-24,acium blumenau,MOBILE,0,2,0.0,10.0
2025-12-24,adidas continente shopping,DESKTOP,0,1,0.0,10.0
2025-12-24,aj realty,MOBILE,0,1,0.0,3.0
2025-12-24,ajfans app,MOBILE,0,10,0.0,2.4
2025-12-24,alemao bar,MOBILE,0,1,0.0,6.0
2025-12-24,almeida,DESKTOP,0,16,0.0,12.625
2025-12-24,almeida,MOBILE,0,23,0.0,10.521739130434783
2025-12-24,almeida junior shoppings,DESKTOP,0,2,0.0,1.0
2025-12-24,almeida júnior,MOBILE,0,8,0.0,7.875
2025-12-24,almeida prevenção,MOBILE,0,2,0.0,10.0
2025-12-24,almeinda,MOBILE,0,1,0.0,9.0
2025-12-24,aluguel de franquias em shopping,DESKTOP,0,1,0.0,11.0
2025-12-24,anacapri continente shopping,MOBILE,0,1,0.0,13.0
2025-12-24,aplicativo shopping neumarkt,MOBILE,0,1,0.0,2.0
2025-12-24,app ajfans,MOBILE,0,4,0.0,1.75
2025-12-24,app para pagar estacionamento shopping,MOBILE,0,1,0.0,1.0
2025-12-24,apresentação comercial pdf,DESKTOP,0,1,0.0,8.0
2025-12-24,artwalk,MOBILE,0,3,0.0,10.666666666666666
2025-12-24,artwalk balneario shopping,MOBILE,0,2,0.0,9.5
2025-12-24,artwalk cnpj,MOBILE,0,1,0.0,13.0
2025-12-24,artwalk norte shopping,MOBILE,0,4,0.0,13.25
2025-12-24,autentic fit,DESKTOP,0,1,0.0,10.0
2025-12-24,authentic feet,DESKTOP,0,1,0.0,8.0
2025-12-24,authentic feet,MOBILE,0,17,0.0,6.823529411764706
2025-12-24,authentic feet balneário shopping,MOBILE,0,2,0.0,9.5
2025-12-24,authentic feet barra shopping,MOBILE,0,1,0.0,12.0
2025-12-24,authentic feet lojas,MOBILE,0,1,0.0,52.0
2025-12-24,authentic feet osasco plaza shopping,MOBILE,0,1,0.0,11.0
2025-12-24,authentic feet shopping uniao,MOBILE,0,2,0.0,11.0
2025-12-24,authentic fert,MOBILE,0,1,0.0,9.0
2025-12-24,authentic fit,DESKTOP,0,1,0.0,11.0
2025-12-24,av brigadeiro faria lima 2277,MOBILE,0,1,0.0,8.0
2025-12-24,"av. brig. faria lima, 2277",DESKTOP,0,1,0.0,12.0
2025-12-24,avaliações sobre continente shopping,MOBILE,0,1,0.0,12.0
2025-12-24,avaliações sobre paris 6 balneario camboriu,MOBILE,0,7,0.0,7.428571428571429
2025-12-24,avatim balneario,MOBILE,0,2,0.0,12.5
2025-12-24,avatim balneario shopping,MOBILE,0,4,0.0,5.75
2025-12-24,avatim shopping neumarkt,MOBILE,0,1,0.0,13.0
2025-12-24,avenida faria lima 2277,DESKTOP,0,1,0.0,7.0
2025-12-24,bagaggio nacoes shopping,MOBILE,0,1,0.0,8.0
2025-12-24,balneario camboriu shopping,MOBILE,0,4,0.0,8.5
2025-12-24,balneario shopping,DESKTOP,0,7,0.0,7.285714285714286
2025-12-24,balneario shopping,MOBILE,0,2,0.0,11.5
2025-12-24,balneario shopping estacionamento,MOBILE,0,1,0.0,10.0
2025-12-24,balneario shopping mall,MOBILE,0,3,0.0,5.333333333333333
2025-12-24,balneário camboriú shopping,DESKTOP,0,2,0.0,6.0
2025-12-24,balneário camboriú shopping,MOBILE,0,26,0.0,7.653846153846154
2025-12-24,balneário shopping,DESKTOP,0,2,0.0,8.0
2025-12-24,balneário shopping,MOBILE,0,10,0.0,7.7
2025-12-24,balneário shopping do proprietário,MOBILE,0,4,0.0,3.75
2025-12-24,balneário shopping do proprietário,TABLET,0,1,0.0,4.0
2025-12-24,balneário shopping fotos,MOBILE,0,28,0.0,5.178571428571429
2025-12-24,balneário shopping lojas,DESKTOP,0,1,0.0,12.0
2025-12-24,balneário shopping lojas,MOBILE,0,6,0.0,10.166666666666666
2025-12-24,bar do alemão,MOBILE,0,1,0.0,1.0
2025-12-24,bc shopping,DESKTOP,0,5,0.0,3.0
2025-12-24,bc shopping,MOBILE,0,2,0.0,7.0
2025-12-24,bemall,DESKTOP,0,1,0.0,2.0
2025-12-24,bemall login,DESKTOP,0,2,0.0,3.0
2025-12-24,biacoitê,MOBILE,0,1,0.0,11.0
2025-12-24,bibi shopping recife,MOBILE,0,2,0.0,11.0
2025-12-24,bio mundo shopping abc,MOBILE,0,1,0.0,13.0
2025-12-24,biomundo barra shopping,MOBILE,0,1,0.0,4.0
2025-12-24,biscoitê,DESKTOP,0,3,0.0,12.333333333333334
2025-12-24,biscoitê,MOBILE,0,22,0.0,8.5
2025-12-24,biscoitê,TABLET,0,1,0.0,9.0
2025-12-24,biscoitê a biscoiteria,MOBILE,0,1,0.0,5.0
2025-12-24,biscoitê franquia,MOBILE,0,2,0.0,5.5
2025-12-24,biscoitê lojas,MOBILE,0,1,0.0,10.0
2025-12-24,black friday cartão,MOBILE,0,1,0.0,78.0
2025-12-24,black friday cartão de visita,DESKTOP,0,1,0.0,89.0
2025-12-24,black friday cartão de visita,MOBILE,0,1,0.0,52.0
2025-12-24,black friday florianópolis,DESKTOP,0,1,0.0,37.0
2025-12-24,blumenau norte shopping,MOBILE,0,1,0.0,6.0
2025-12-24,boali,DESKTOP,0,9,0.0,7.444444444444445
2025-12-24,boali,MOBILE,0,80,0.0,5.15
2025-12-24,boali alimentação saudável,DESKTOP,0,1,0.0,8.0
2025-12-24,boali alimentação saudável,MOBILE,0,1,0.0,7.0
2025-12-24,boalli,MOBILE,0,1,0.0,6.0
2025-12-24,boss balneario camboriu,MOBILE,0,1,0.0,8.0
2025-12-24,boutique do pao,MOBILE,0,1,0.0,13.0
2025-12-24,boutique do pao de lo,MOBILE,0,1,0.0,7.0
2025-12-24,boutique do pao de lo balneario,MOBILE,0,1,0.0,4.0
2025-12-24,br malls ri,DESKTOP,0,1,0.0,11.0
2025-12-24,brasil cacau,DESKTOP,0,1,0.0,10.0
2025-12-24,brasil cacau balneario camboriu,MOBILE,0,3,0.0,9.0
2025-12-24,brasil cacau joinville,DESKTOP,0,1,0.0,11.0
2025-12-24,brasil cacau norte shopping,MOBILE,0,2,0.0,13.5
2025-12-24,brasil cacau perto de mim,MOBILE,0,3,0.0,13.0
2025-12-24,brigaderia,MOBILE,0,5,0.0,5.8
2025-12-24,bscoitê,TABLET,0,1,0.0,10.0
2025-12-24,buscoitê,MOBILE,0,1,0.0,7.0
2025-12-24,c&a criciuma,MOBILE,0,1,0.0,11.0
2025-12-24,c&a lojas,MOBILE,0,1,0.0,9.0
2025-12-24,c&a nacoes shopping,MOBILE,0,1,0.0,7.0
2025-12-24,c&a neumarkt,MOBILE,0,1,0.0,11.0
2025-12-24,cacau noar,MOBILE,0,1,0.0,6.0
2025-12-24,cacau noir,DESKTOP,0,2,0.0,7.0
2025-12-24,cacau noir,MOBILE,0,24,0.0,5.791666666666667
2025-12-24,cacau noit,MOBILE,0,2,0.0,6.0
2025-12-24,cadastrar cupom shopping neumarkt,DESKTOP,0,1,0.0,6.0
2025-12-24,cadastrar cupom shopping neumarkt,MOBILE,0,2,0.0,5.5
2025-12-24,calvin klein balneario camboriu,MOBILE,0,1,0.0,11.0
2025-12-24,calvin klein empresa,MOBILE,0,1,0.0,10.0
2025-12-24,calzedonia balneario shopping,DESKTOP,0,1,0.0,10.0
2025-12-24,camboriu shopping lojas,MOBILE,0,1,0.0,9.0
2025-12-24,camboriú shopping,MOBILE,0,1,0.0,10.0
2025-12-24,camisa jogador corinthians all black,MOBILE,0,1,0.0,1.0
2025-12-24,canal concept,DESKTOP,0,1,0.0,28.0
2025-12-24,cardápio de paris 6 balneario camboriu,MOBILE,0,2,0.0,10.0
2025-12-24,casa bauducco,DESKTOP,0,1,0.0,19.0
2025-12-24,casa bauducco loja,MOBILE,0,1,0.0,10.0
2025-12-24,casa das cuecas oscar freire,MOBILE,0,2,0.0,7.5
2025-12-24,casa das cuecas rio de janeiro,MOBILE,0,1,0.0,6.0
2025-12-24,casas bauducco,MOBILE,0,2,0.0,5.0
2025-12-24,casas bauduco,DESKTOP,0,1,0.0,8.0
2025-12-24,cea criciuma,MOBILE,0,1,0.0,11.0
2025-12-24,cea neumarkt,MOBILE,0,1,0.0,1.0
2025-12-24,cecconello lojas fisicas,MOBILE,0,2,0.0,6.0
2025-12-24,centauro continente shopping,MOBILE,0,3,0.0,11.333333333333334
2025-12-24,centauro garten,MOBILE,0,1,0.0,13.0
2025-12-24,centauro santa catarina,MOBILE,0,2,0.0,6.0
2025-12-24,centauro shopping continental,MOBILE,0,2,0.0,1.0
2025-12-24,centauro shopping da bahia,MOBILE,0,2,0.0,1.0
2025-12-24,centauro shopping guadalupe,MOBILE,0,1,0.0,1.0
2025-12-24,cia maritima balneario camboriu,MOBILE,0,2,0.0,12.5
2025-12-24,cia maritima bh shopping,MOBILE,0,1,0.0,12.0
2025-12-24,cia marítima beachwear,DESKTOP,0,3,0.0,66.0
2025-12-24,cities in santa catarina,MOBILE,0,1,0.0,1.0
2025-12-24,cities in santa catarina brazil,DESKTOP,0,2,0.0,39.0
2025-12-24,cities near santa catarina brazil,DESKTOP,0,3,0.0,17.333333333333332
2025-12-24,cities near santa catarina brazil,MOBILE,0,1,0.0,18.0
2025-12-24,cities near santa catarina brazil,TABLET,0,2,0.0,17.5
2025-12-24,clube melissa fotos,MOBILE,0,1,0.0,1.0
2025-12-24,clube melissa franquia,MOBILE,0,2,0.0,50.0
2025-12-24,clube melissa parangaba fotos,MOBILE,0,1,0.0,7.0
2025-12-24,cnpj da crocs,MOBILE,0,1,0.0,13.0
2025-12-24,cobasi blumenau,DESKTOP,0,2,0.0,6.0
2025-12-24,cobasi blumenau,MOBILE,0,37,0.0,7.702702702702703
2025-12-24,cobasi blumenau norte shopping,MOBILE,0,3,0.0,11.333333333333334
2025-12-24,cobasi neumarkt,MOBILE,0,4,0.0,7.25
2025-12-24,cobasi shopping neumarkt,MOBILE,0,1,0.0,2.0
2025-12-24,colcci blumenau,MOBILE,0,2,0.0,8.0
2025-12-24,como está o shopping,MOBILE,0,1,0.0,1.0
2025-12-24,comtinente shopping,MOBILE,0,2,0.0,7.5
2025-12-24,constance,DESKTOP,0,1,0.0,9.0
2025-12-24,constance norte shopping,DESKTOP,0,1,0.0,13.0
2025-12-24,constance norte shopping,MOBILE,0,2,0.0,13.0
2025-12-24,constancwe,DESKTOP,0,1,0.0,12.0
2025-12-24,continental shopping sao jose,MOBILE,0,1,0.0,3.0
2025-12-24,continente,MOBILE,0,1,0.0,1.0
2025-12-24,continente park,DESKTOP,0,1,0.0,7.0
2025-12-24,continente park shopping,DESKTOP,0,2,0.0,6.5
2025-12-24,continente park shopping,MOBILE,0,2,0.0,6.0
2025-12-24,continente park shopping são josé,MOBILE,0,2,0.0,1.0
2025-12-24,continente shopping,MOBILE,0,297,0.0,6.619528619528619
2025-12-24,continente shopping,TABLET,0,1,0.0,6.0
2025-12-24,continente shopping estacionamento,MOBILE,0,1,0.0,10.0
2025-12-24,continente shopping florianópolis,MOBILE,0,4,0.0,7.0
2025-12-24,continente shopping fotos,MOBILE,0,6,0.0,3.8333333333333335
2025-12-24,continente shopping palhoça,MOBILE,0,1,0.0,4.0
2025-12-24,continente shopping são josé,MOBILE,0,1,0.0,7.0
2025-12-24,criamigos norte shopping,MOBILE,0,2,0.0,10.5
2025-12-24,crocs continente shopping,MOBILE,0,1,0.0,13.0
2025-12-24,crocs franquia,MOBILE,0,1,0.0,8.0
2025-12-24,dengo joinville,MOBILE,0,2,0.0,6.0
2025-12-24,dengo lojas,MOBILE,0,1,0.0,8.0
2025-12-24,dengo shopping morumbi,DESKTOP,0,1,0.0,49.0
2025-12-24,dicas para economizar na volta às aulas,DESKTOP,0,1,0.0,31.0
2025-12-24,diretório de balneário shopping,MOBILE,0,2,0.0,11.5
2025-12-24,diretório de balneário shopping,TABLET,0,1,0.0,11.0
2025-12-24,diretório de continente shopping,MOBILE,0,4,0.0,5.75
2025-12-24,diretório de garten shopping,MOBILE,0,1,0.0,11.0
2025-12-24,diretório de nações shopping,MOBILE,0,2,0.0,10.0
2025-12-24,diretório de shopping neumarkt,MOBILE,0,3,0.0,9.666666666666666
2025-12-24,dono da schutz,MOBILE,0,4,0.0,1.0
2025-12-24,empresa almeida,MOBILE,0,2,0.0,7.0
2025-12-24,empresa almeida junior,MOBILE,0,1,0.0,1.0
2025-12-24,empresas de shopping,DESKTOP,0,1,0.0,6.0
2025-12-24,endereço nações shopping criciuma,MOBILE,0,1,0.0,9.0
2025-12-24,endereço shopping continente,MOBILE,0,1,0.0,8.0
2025-12-24,espaço família,MOBILE,0,1,0.0,13.0
2025-12-24,estacionamento balneario shopping,MOBILE,0,1,0.0,7.0
2025-12-24,estacionamento gratuito continente shopping,MOBILE,0,2,0.0,1.0
2025-12-24,estacionamento nações shopping,MOBILE,0,1,0.0,1.0
2025-12-24,estacionamento shopping balneario camboriu,MOBILE,0,1,0.0,9.0
2025-12-24,estacionamento shopping balneário,MOBILE,0,3,0.0,7.333333333333333
2025-12-24,estacionamento shopping continente,MOBILE,0,2,0.0,9.5
2025-12-24,estacionamento shopping neumarkt,MOBILE,0,1,0.0,9.0
2025-12-24,farm balneario shopping,MOBILE,0,1,0.0,9.0
2025-12-24,farm rio balneario camboriu,MOBILE,0,1,0.0,13.0
2025-12-24,foxton plaza,MOBILE,0,1,0.0,13.0
2025-12-24,franquia bauducco,MOBILE,0,5,0.0,5.0
2025-12-24,franquia bauduco,MOBILE,0,1,0.0,9.0
2025-12-24,franquia biscoitê,MOBILE,0,1,0.0,6.0
2025-12-24,franquia calvin klein,MOBILE,0,2,0.0,6.5
2025-12-24,franquia crocs,MOBILE,0,2,0.0,11.0
2025-12-24,franquia da santa lolla,MOBILE,0,2,0.0,12.0
2025-12-24,franquia lez a lez,MOBILE,0,1,0.0,12.0
2025-12-24,franquia lilica e tigor,DESKTOP,0,1,0.0,11.0
2025-12-24,franquia puket,MOBILE,0,4,0.0,4.0
2025-12-24,franquia santa lola,MOBILE,0,1,0.0,11.0
2025-12-24,franquia santa lolla,MOBILE,0,3,0.0,11.666666666666666
2025-12-24,franquia santa lolla valor,MOBILE,0,3,0.0,8.666666666666668
2025-12-24,franquia vans,DESKTOP,0,3,0.0,13.0
2025-12-24,franquia vans,MOBILE,0,1,0.0,6.0
2025-12-24,franquias milon,MOBILE,0,1,0.0,14.0
2025-12-24,garden joinville,MOBILE,0,1,0.0,7.0
2025-12-24,garten,DESKTOP,0,4,0.0,8.0
2025-12-24,garten,MOBILE,0,20,0.0,8.55
2025-12-24,garten joinville,DESKTOP,0,1,0.0,8.0
2025-12-24,garten joinville,MOBILE,0,3,0.0,7.666666666666667
2025-12-24,garten shopping,DESKTOP,0,11,0.0,7.0
2025-12-24,garten shopping,MOBILE,0,14,0.0,7.857142857142857
2025-12-24,garten shopping do proprietário,MOBILE,0,1,0.0,2.0
2025-12-24,garten shopping joinville,MOBILE,0,4,0.0,5.25
2025-12-24,garthen shopping,DESKTOP,0,1,0.0,7.0
2025-12-24,giraffas,MOBILE,0,2,0.0,4.0
2025-12-24,giraffas blumenau,MOBILE,0,1,0.0,3.0
2025-12-24,giraffas joinville,DESKTOP,0,1,0.0,6.0
2025-12-24,giraffas joinville,MOBILE,0,1,0.0,7.0
2025-12-24,giraffas navegantes,DESKTOP,0,1,0.0,29.0
2025-12-24,giraffas onde tem,DESKTOP,0,1,0.0,36.0
2025-12-24,giraffas restaurante,MOBILE,0,1,0.0,13.0
2025-12-24,grand cru norte shopping,MOBILE,0,1,0.0,3.0
2025-12-24,grand cru o que é,MOBILE,0,4,0.0,13.0
2025-12-24,grupo almeida,MOBILE,0,4,0.0,5.75
2025-12-24,grupo shopping,DESKTOP,0,2,0.0,4.0
2025-12-24,hope balneario,MOBILE,0,1,0.0,12.0
2025-12-24,hugo boss norte shopping,MOBILE,0,1,0.0,9.0
2025-12-24,hugo boss outlet catarina,MOBILE,0,1,0.0,8.0
2025-12-24,imagens de balneário shopping,MOBILE,0,11,0.0,4.545454545454545
2025-12-24,imagens de clube melissa centro,MOBILE,0,1,0.0,25.0
2025-12-24,imagens de continente shopping,MOBILE,0,3,0.0,4.0
2025-12-24,imagens de nações shopping,DESKTOP,0,2,0.0,40.5
2025-12-24,imagens de santa lolla centro,DESKTOP,0,1,0.0,11.0
2025-12-24,imaginarium norte shopping,MOBILE,0,1,0.0,9.0
2025-12-24,imaginarium west plaza,MOBILE,0,1,0.0,13.0
2025-12-24,inauguração do,MOBILE,0,1,0.0,6.0
2025-12-24,isla balneario,MOBILE,0,1,0.0,8.0
2025-12-24,jaimes almeida junior,MOBILE,0,1,0.0,1.0
2025-12-24,jcc shoppings,DESKTOP,0,1,0.0,32.0
2025-12-24,joge,DESKTOP,0,8,0.0,8.875
2025-12-24,joge,MOBILE,0,4,0.0,6.0
2025-12-24,jogê,DESKTOP,0,2,0.0,10.0
2025-12-24,jogê lojas,MOBILE,0,1,0.0,1.0
2025-12-24,joinville garten shopping,DESKTOP,0,1,0.0,9.0
2025-12-24,joinville garten shopping,MOBILE,0,1,0.0,7.0
2025-12-24,jr premiações,DESKTOP,0,1,0.0,11.0
2025-12-24,junior shopping,MOBILE,0,1,0.0,6.0
2025-12-24,juniors shop,MOBILE,0,2,0.0,12.0
2025-12-24,kfc santa catarina,MOBILE,0,1,0.0,11.0
2025-12-24,kopenhagen garten,MOBILE,0,1,0.0,5.0
2025-12-24,lacoste blumenau,MOBILE,0,2,0.0,3.0
2025-12-24,lança perfume loja,MOBILE,0,2,0.0,6.0
2025-12-24,levis garten shopping,MOBILE,0,1,0.0,11.0
2025-12-24,levis norteshopping,DESKTOP,0,1,0.0,11.0
2025-12-24,lez a lez joinville,MOBILE,0,1,0.0,11.0
2025-12-24,lija vans,MOBILE,0,1,0.0,8.0
2025-12-24,lilica,DESKTOP,0,1,0.0,58.0
2025-12-24,lilica,MOBILE,0,3,0.0,1.0
2025-12-24,lilica loja,MOBILE,0,2,0.0,10.0
2025-12-24,lilica ripilica lojas,MOBILE,0,1,0.0,6.0
2025-12-24,lilica tigor,MOBILE,0,2,0.0,3.5
2025-12-24,lindt balneario camboriu,MOBILE,0,2,0.0,10.5
2025-12-24,lindt balneario shopping,DESKTOP,0,1,0.0,5.0
2025-12-24,lindt balneario shopping,MOBILE,0,1,0.0,7.0
2025-12-24,lindt balneário camboriú,MOBILE,0,3,0.0,9.333333333333334
2025-12-24,livros que viraram series,DESKTOP,0,1,0.0,92.0
2025-12-24,loja balneario shopping,MOBILE,0,1,0.0,11.0
2025-12-24,loja brasil cacau mais próxima,MOBILE,0,1,0.0,15.0
2025-12-24,loja crocs joinville,MOBILE,0,1,0.0,10.0
2025-12-24,loja crocs norte shopping,MOBILE,0,1,0.0,5.0
2025-12-24,loja da lilica ripilica,MOBILE,0,2,0.0,5.0
2025-12-24,loja da melissa em joinville,MOBILE,0,1,0.0,10.0
2025-12-24,loja da melissa norte shopping,DESKTOP,0,1,0.0,24.0
2025-12-24,loja de vans,MOBILE,0,1,0.0,10.0
2025-12-24,loja lança perfume,MOBILE,0,1,0.0,7.0
2025-12-24,loja lilica,MOBILE,0,2,0.0,14.0
2025-12-24,loja lilica e tigor,MOBILE,0,1,0.0,8.0
2025-12-24,loja lilica ripilica,DESKTOP,0,1,0.0,30.0
2025-12-24,loja lilica ripilica,MOBILE,0,2,0.0,9.5
2025-12-24,loja lindt balneario camboriu,MOBILE,0,1,0.0,2.0
2025-12-24,loja lindt perto de mim,MOBILE,0,1,0.0,14.0
2025-12-24,loja maria filo,MOBILE,0,1,0.0,8.0
2025-12-24,loja melissa em joinville,MOBILE,0,1,0.0,11.0
2025-12-24,loja new balance,MOBILE,0,13,0.0,11.923076923076923
2025-12-24,loja new balance shopping,MOBILE,0,2,0.0,14.0
2025-12-24,loja paris balneario shopping,DESKTOP,0,1,0.0,7.0
2025-12-24,loja petite jolie curitiba,MOBILE,0,1,0.0,11.0
2025-12-24,loja richards,MOBILE,0,6,0.0,11.333333333333334
2025-12-24,loja salinas,MOBILE,0,1,0.0,7.0
2025-12-24,loja santa lolla,MOBILE,0,2,0.0,8.5
2025-12-24,loja santa lolla shopping,MOBILE,0,5,0.0,6.0
2025-12-24,loja schutz perto de mim,MOBILE,0,2,0.0,1.0
2025-12-24,loja shopping balneario,MOBILE,0,1,0.0,3.0
2025-12-24,loja taco,MOBILE,0,1,0.0,5.0
2025-12-24,loja taco bell,MOBILE,0,1,0.0,2.0
2025-12-24,loja tigor,DESKTOP,0,1,0.0,49.0
2025-12-24,loja vand,MOBILE,0,2,0.0,10.5
2025-12-24,loja vans,DESKTOP,0,1,0.0,12.0
2025-12-24,loja vans,MOBILE,0,86,0.0,7.0
2025-12-24,loja vans,TABLET,0,1,0.0,4.0
2025-12-24,loja vans balneario camboriu,MOBILE,0,2,0.0,6.0
2025-12-24,loja vans norte shopping,MOBILE,0,2,0.0,5.0
2025-12-24,lojas balneario shopping,DESKTOP,0,1,0.0,11.0
2025-12-24,lojas balneario shopping,MOBILE,0,6,0.0,10.0
2025-12-24,lojas balneário shopping,MOBILE,0,4,0.0,10.75
2025-12-24,lojas bc shopping,MOBILE,0,1,0.0,12.0
2025-12-24,lojas continente shopping,MOBILE,0,1,0.0,21.0
2025-12-24,lojas da santa lolla,MOBILE,0,2,0.0,7.0
2025-12-24,lojas do continente,MOBILE,0,1,0.0,2.0
2025-12-24,lojas do shopping balneario,MOBILE,0,1,0.0,5.0
2025-12-24,lojas do shopping balneário camboriú,MOBILE,0,1,0.0,12.0
2025-12-24,lojas do shopping continente,MOBILE,0,3,0.0,3.0
2025-12-24,lojas do shopping neumarkt,MOBILE,0,2,0.0,7.0
2025-12-24,lojas do shopping norte shopping,MOBILE,0,2,0.0,12.0
2025-12-24,lojas famosas de shopping,MOBILE,0,1,0.0,10.0
2025-12-24,lojas forum,MOBILE,0,2,0.0,10.5
2025-12-24,lojas hering shopping,MOBILE,0,1,0.0,1.0
2025-12-24,lojas lilica ripilica,MOBILE,0,4,0.0,5.5
2025-12-24,lojas naçoes shopping,DESKTOP,0,1,0.0,8.0
2025-12-24,lojas neumarkt,MOBILE,0,3,0.0,9.666666666666666
2025-12-24,lojas no norte shopping blumenau,MOBILE,0,1,0.0,10.0
2025-12-24,lojas norte shopping,DESKTOP,0,1,0.0,5.0
2025-12-24,lojas norte shopping,MOBILE,0,2,0.0,7.0
2025-12-24,lojas santa catarina,DESKTOP,0,1,0.0,50.0
2025-12-24,lojas schutz perto de mim,MOBILE,0,1,0.0,1.0
2025-12-24,lojas shopping balneario,MOBILE,0,5,0.0,9.8
2025-12-24,lojas shopping continente,DESKTOP,0,2,0.0,34.0
2025-12-24,lojas shopping neumarkt,MOBILE,0,1,0.0,9.0
2025-12-24,lojas shopping neumarkt blumenau,MOBILE,0,1,0.0,9.0
2025-12-24,lojas shopping norte,MOBILE,0,1,0.0,5.0
2025-12-24,lojas taco,MOBILE,0,1,0.0,7.0
2025-12-24,lojas vans,DESKTOP,0,2,0.0,11.0
2025-12-24,lojas vans,MOBILE,0,12,0.0,7.333333333333333
2025-12-24,lolla loja,MOBILE,0,1,0.0,11.0
2025-12-24,loungerie franquia,MOBILE,0,1,0.0,14.0
2025-12-24,loungerie lojas shopping,MOBILE,0,1,0.0,1.0
2025-12-24,loungerie norte shopping,MOBILE,0,4,0.0,4.0
2025-12-24,loungerie sao caetano,MOBILE,0,1,0.0,12.0
2025-12-24,luiza barcelos balneario camboriu,MOBILE,0,2,0.0,11.5
2025-12-24,maior shopping de balneário camboriú,MOBILE,0,1,0.0,11.0
2025-12-24,maior shopping de blumenau,MOBILE,0,1,0.0,1.0
2025-12-24,maior shopping de criciúma,MOBILE,0,1,0.0,9.0
2025-12-24,maior shopping de florianópolis,DESKTOP,0,1,0.0,2.0
2025-12-24,maior shopping de florianópolis,MOBILE,0,4,0.0,2.0
2025-12-24,maior shopping de joinville,MOBILE,0,1,0.0,11.0
2025-12-24,maior shopping de santa catarina,MOBILE,0,4,0.0,1.0
2025-12-24,maiores shoppings de santa catarina,MOBILE,0,1,0.0,6.0
2025-12-24,mall dates,DESKTOP,0,1,0.0,20.0
2025-12-24,mapa continente shopping,DESKTOP,0,1,0.0,6.0
2025-12-24,marca de sapato brasileira,MOBILE,0,4,0.0,1.0
2025-12-24,marca santa lola,MOBILE,0,2,0.0,6.5
2025-12-24,marca santa lolla,DESKTOP,0,1,0.0,36.0
2025-12-24,marca santa lolla,MOBILE,0,9,0.0,5.777777777777778
2025-12-24,marca schutz origem,MOBILE,0,2,0.0,1.0
2025-12-24,marca zapalla,MOBILE,0,1,0.0,1.0
2025-12-24,melhor shopping de balneário camboriú,MOBILE,0,1,0.0,20.0
2025-12-24,melhor shopping de criciúma,MOBILE,0,1,0.0,9.0
2025-12-24,melissa continente shopping,MOBILE,0,1,0.0,6.0
2025-12-24,melissa garten shopping,MOBILE,0,3,0.0,3.6666666666666665
2025-12-24,melissa joinville,DESKTOP,0,1,0.0,8.0
2025-12-24,melissa joinville,MOBILE,0,7,0.0,7.285714285714286
2025-12-24,melissa shopping continente,MOBILE,0,2,0.0,8.0
2025-12-24,mercado no norte shopping,MOBILE,0,2,0.0,10.0
2025-12-24,mercado shopping continente,MOBILE,0,2,0.0,1.0
2025-12-24,milon balneario shopping,MOBILE,0,1,0.0,9.0
2025-12-24,milon loja,MOBILE,0,9,0.0,7.444444444444445
2025-12-24,montana grill,DESKTOP,0,1,0.0,10.0
2025-12-24,montana grill,MOBILE,0,2,0.0,5.5
2025-12-24,montanha grill,MOBILE,0,2,0.0,5.0
2025-12-24,mundo jurássico,MOBILE,0,2,0.0,1.0
2025-12-24,nacoes,DESKTOP,0,1,0.0,7.0
2025-12-24,nacoes,MOBILE,0,14,0.0,15.785714285714286
2025-12-24,nacoes shopping,DESKTOP,0,4,0.0,6.25
2025-12-24,nacoes shopping,MOBILE,0,22,0.0,7.909090909090909
2025-12-24,nacoes shopping criciuma,MOBILE,0,1,0.0,6.0
2025-12-24,nacoes shopping lojas,DESKTOP,0,1,0.0,9.0
2025-12-24,naçoes shopping,DESKTOP,0,3,0.0,4.333333333333334
2025-12-24,naçoes shopping,MOBILE,0,3,0.0,8.0
2025-12-24,nações,DESKTOP,0,1,0.0,8.0
2025-12-24,nações shopping,DESKTOP,0,23,0.0,4.782608695652174
2025-12-24,nações shopping criciuma,DESKTOP,0,2,0.0,4.5
2025-12-24,nações shopping criciuma,MOBILE,0,21,0.0,6.428571428571429
