date,deviceCategory,browser,operatingSystem,sessions,totalUsers,bounceRate,averageSessionDuration,conversions,totalRevenue
20250721,mobile,Chrome,Android,926.0,869.0,0.6133909287257019,73.41095635961125,3.0,0.0
20251108,mobile,Safari (in-app),iOS,917.0,916.0,0.861504907306434,9.680459238822246,106.0,0.0
20250824,mobile,Safari (in-app),iOS,911.0,910.0,0.9670691547749726,1.8673971427003293,11.0,0.0
20250803,mobile,Safari (in-app),iOS,906.0,905.0,0.9503311258278145,2.976558633554084,13.0,0.0
20250502,mobile,Android Webview,Android,902.0,877.0,0.7716186252771619,25.568880375831483,3.0,0.0
20250802,mobile,Safari (in-app),iOS,890.0,887.0,0.9471910112359551,2.626423259550562,18.0,0.0
20250817,mobile,Chrome,Android,888.0,851.0,0.6036036036036037,80.7546741722973,8.0,0.0
20250810,mobile,Safari (in-app),iOS,884.0,882.0,0.9366515837104072,5.076232558823529,28.0,0.0
20250901,mobile,Safari (in-app),iOS,880.0,880.0,0.9420454545454545,5.463480552272727,8.0,0.0
20250928,mobile,Safari (in-app),iOS,873.0,874.0,0.852233676975945,5.377991995418098,81.0,0.0
20250913,mobile,Safari (in-app),iOS,861.0,856.0,0.9372822299651568,1.8710349291521486,24.0,0.0
20250724,mobile,Chrome,Android,850.0,803.0,0.5964705882352941,86.91387580588234,7.0,0.0
20250501,mobile,Android Webview,Android,842.0,810.0,0.7529691211401425,33.545827520190024,0.0,0.0
20250901,mobile,Chrome,Android,831.0,798.0,0.6209386281588448,81.50835179422384,2.0,0.0
20250914,mobile,Safari (in-app),iOS,828.0,824.0,0.9214975845410628,5.311392830917875,24.0,0.0
20250729,mobile,Chrome,Android,816.0,775.0,0.5980392156862745,76.48314199264705,11.0,0.0
20250728,mobile,Chrome,Android,814.0,779.0,0.5565110565110565,81.67372223464372,8.0,0.0
20250829,mobile,Chrome,Android,811.0,769.0,0.6078914919852034,83.4132743810111,1.0,0.0
20250921,mobile,Safari (in-app),iOS,808.0,796.0,0.8514851485148515,5.558407170792079,86.0,0.0
20250725,mobile,Chrome,Android,801.0,757.0,0.5780274656679151,75.06986552684145,2.0,0.0
20250725,mobile,Safari (in-app),iOS,800.0,792.0,0.9325,3.26858848375,24.0,0.0
20250828,mobile,Chrome,Android,796.0,764.0,0.5942211055276382,88.26221903643217,3.0,0.0
20250920,mobile,Safari (in-app),iOS,785.0,785.0,0.8764331210191083,5.312860477707006,66.0,0.0
20250505,mobile,Chrome,Android,780.0,632.0,0.5371794871794872,205.46616803846155,2.0,0.0
20250824,mobile,Chrome,Android,764.0,720.0,0.6204188481675392,76.31354485078535,4.0,0.0
20250904,mobile,Chrome,Android,756.0,715.0,0.6349206349206349,76.46880255026456,4.0,0.0
20250724,mobile,Safari (in-app),iOS,755.0,753.0,0.9337748344370861,5.585651602649006,15.0,0.0
20250723,mobile,Chrome,Android,749.0,714.0,0.5781041388518025,82.14408827102802,3.0,0.0
20251109,mobile,Safari (in-app),iOS,748.0,748.0,0.8556149732620321,9.454606080213903,88.0,0.0
20250826,mobile,Chrome,Android,746.0,709.0,0.6112600536193029,67.97918206300268,6.0,0.0
20250825,mobile,Chrome,Android,723.0,695.0,0.6016597510373444,75.07182288381743,6.0,0.0
20250818,mobile,Chrome,Android,711.0,672.0,0.5991561181434599,71.8279626511955,0.0,0.0
20250506,mobile,Chrome,Android,706.0,514.0,0.5113314447592068,260.70619207790367,4.0,0.0
20250827,mobile,Chrome,Android,693.0,649.0,0.6277056277056277,84.61911328282828,3.0,0.0
20250823,mobile,Chrome,Android,692.0,668.0,0.615606936416185,67.45288971531792,4.0,0.0
20251012,mobile,Safari (in-app),iOS,691.0,690.0,0.9218523878437048,4.54527586251809,7.0,0.0
20250720,mobile,Chrome,Android,687.0,658.0,0.5938864628820961,76.59981566375545,11.0,0.0
20250722,mobile,Safari (in-app),iOS,681.0,680.0,0.9515418502202643,5.562613834067548,7.0,0.0
20251020,mobile,Safari (in-app),iOS,681.0,664.0,0.762114537444934,54.70041965198237,35.0,0.0
20250801,mobile,Safari (in-app),iOS,678.0,679.0,0.9321533923303835,3.487920407079646,19.0,0.0
20250821,mobile,Chrome,Android,664.0,617.0,0.5843373493975904,72.65590496084337,6.0,0.0
20250719,mobile,Chrome,Android,663.0,620.0,0.5882352941176471,64.12005596983408,7.0,0.0
20250815,mobile,Chrome,Android,657.0,625.0,0.5920852359208524,60.12537055859969,0.0,0.0
20250902,mobile,Chrome,Android,655.0,629.0,0.6091603053435114,70.40004562900764,5.0,0.0
20251019,mobile,Safari (in-app),iOS,644.0,640.0,0.7996894409937888,34.98939020031055,5.0,0.0
20251016,mobile,Safari (in-app),iOS,643.0,636.0,0.6609642301710731,43.35823820528771,12.0,0.0
20250723,mobile,Safari (in-app),iOS,642.0,641.0,0.9392523364485982,5.447638587227415,6.0,0.0
20250729,mobile,Safari (in-app),iOS,640.0,639.0,0.9171875,3.2655350078125,15.0,0.0
20250903,mobile,Chrome,Android,640.0,593.0,0.6015625,65.57243867656251,3.0,0.0
20250831,mobile,Chrome,Android,637.0,602.0,0.6075353218210361,71.01144766405024,2.0,0.0
20250808,mobile,Safari (in-app),iOS,636.0,635.0,0.9182389937106918,2.4493365047169813,17.0,0.0
20251012,mobile,Android Webview,Android,624.0,582.0,0.5064102564102564,126.2462014951923,17.0,0.0
20250822,mobile,Chrome,Android,617.0,585.0,0.5850891410048622,74.568021732577,12.0,0.0
20250820,mobile,Chrome,Android,605.0,565.0,0.5933884297520661,77.25835954710743,0.0,0.0
20250819,mobile,Safari (in-app),iOS,602.0,604.0,0.9418604651162791,2.7470804169435215,8.0,0.0
20250905,mobile,Safari (in-app),iOS,597.0,598.0,0.9246231155778895,7.449672358458961,16.0,0.0
20250820,mobile,Safari (in-app),iOS,596.0,593.0,0.959731543624161,3.254047088926174,2.0,0.0
20250902,mobile,Safari (in-app),iOS,592.0,588.0,0.9307432432432432,2.6846346672297297,13.0,0.0
20250731,mobile,Safari (in-app),iOS,586.0,586.0,0.9232081911262798,4.002856488054608,13.0,0.0
20251003,mobile,Safari (in-app),iOS,586.0,583.0,0.8993174061433447,3.5116813225255976,39.0,0.0
20250818,mobile,Safari (in-app),iOS,575.0,573.0,0.9339130434782609,4.710750233043478,8.0,0.0
20250810,mobile,Chrome,Android,574.0,547.0,0.5801393728222997,65.71620479268292,5.0,0.0
20250730,mobile,Safari (in-app),iOS,562.0,562.0,0.9501779359430605,2.0572307989323844,10.0,0.0
20250728,mobile,Safari (in-app),iOS,560.0,559.0,0.9410714285714286,1.8670360089285716,7.0,0.0
20250822,mobile,Safari (in-app),iOS,559.0,559.0,0.9552772808586762,3.208583642218247,12.0,0.0
20250811,mobile,Chrome,Android,556.0,532.0,0.5881294964028777,71.78786465467626,8.0,0.0
20250819,mobile,Chrome,Android,555.0,517.0,0.6486486486486487,60.14812780360361,3.0,0.0
20251011,mobile,Safari (in-app),iOS,554.0,553.0,0.9404332129963899,3.3164923465703975,2.0,0.0
20250731,mobile,Chrome,Android,551.0,520.0,0.6225045372050817,63.13000903629766,3.0,0.0
20250807,mobile,Safari (in-app),iOS,545.0,544.0,0.9045871559633027,107.79127632660551,14.0,0.0
20250507,mobile,Android Webview,Android,542.0,483.0,0.6697416974169742,131.5574996402214,2.0,0.0
20250829,mobile,Safari (in-app),iOS,537.0,538.0,0.9236499068901304,2.662628432029795,12.0,0.0
20251012,mobile,Chrome,Android,536.0,517.0,0.5914179104477612,73.20834923694031,5.0,0.0
20251013,mobile,Chrome,Android,533.0,497.0,0.6397748592870544,68.95250789305817,2.0,0.0
20250815,mobile,Safari (in-app),iOS,527.0,527.0,0.9506641366223909,2.555184977229602,6.0,0.0
20250806,mobile,Safari (in-app),iOS,525.0,525.0,0.9276190476190476,3.1006727295238097,8.0,0.0
20251107,mobile,Safari (in-app),iOS,509.0,509.0,0.8762278978388998,7.109813188605108,52.0,0.0
20250808,mobile,Chrome,Android,506.0,475.0,0.5869565217391305,78.13298516403162,8.0,0.0
20260403,mobile,Safari,iOS,505.0,503.0,0.8297029702970297,13.671522150495049,1.0,0.0
20260405,mobile,Safari,iOS,504.0,502.0,0.8551587301587301,18.70312576984127,1.0,0.0
20251002,mobile,Safari (in-app),iOS,497.0,493.0,0.8672032193158954,4.755596505030181,46.0,0.0
20250905,mobile,Chrome,Android,496.0,472.0,0.5967741935483871,64.00951598185483,5.0,0.0
20251016,mobile,Android Webview,Android,494.0,479.0,0.4251012145748988,111.35365841902835,12.0,0.0
20260404,mobile,Safari,iOS,491.0,485.0,0.845213849287169,13.328895116089614,1.0,0.0
20250812,mobile,Chrome,Android,490.0,467.0,0.5571428571428572,100.60316630408163,7.0,0.0
20250821,mobile,Safari (in-app),iOS,490.0,489.0,0.9510204081632653,3.517615387755102,9.0,0.0
20251018,mobile,Chrome,Android,489.0,467.0,0.6053169734151329,89.72584194069529,7.0,0.0
20251019,mobile,Android Webview,Android,489.0,466.0,0.49693251533742333,87.61944000613497,7.0,0.0
20251018,mobile,Android Webview,Android,487.0,464.0,0.4455852156057495,100.25964551950719,17.0,0.0
20250504,mobile,Chrome,Android,486.0,457.0,0.5473251028806584,88.63703428806583,8.0,0.0
20251020,mobile,Chrome,Android,482.0,458.0,0.5975103734439834,90.21965372406639,10.0,0.0
20250809,mobile,Chrome,Android,480.0,460.0,0.6,55.483262033333325,4.0,0.0
20250828,mobile,Safari (in-app),iOS,478.0,476.0,0.8723849372384938,4.98908529707113,13.0,0.0
20260406,mobile,Safari,iOS,478.0,471.0,0.8828451882845189,12.728063774058576,3.0,0.0
20251021,mobile,Safari (in-app),iOS,475.0,463.0,0.7410526315789474,53.40283480210526,38.0,0.0
20250930,mobile,Safari (in-app),iOS,473.0,471.0,0.9090909090909091,3.8776798160676536,29.0,0.0
20250811,mobile,Safari (in-app),iOS,470.0,469.0,0.9085106382978724,4.1563534,6.0,0.0
20250926,mobile,Safari (in-app),iOS,470.0,470.0,0.8659574468085106,5.9883315553191485,39.0,0.0
20250928,mobile,Android Webview,Android,469.0,432.0,0.6993603411513859,71.1795794904051,8.0,0.0
20250925,mobile,Safari (in-app),iOS,467.0,464.0,0.860813704496788,5.242927383297644,32.0,0.0
20250909,mobile,Safari (in-app),iOS,465.0,464.0,0.9225806451612903,4.514043412903225,11.0,0.0
20250827,mobile,Safari (in-app),iOS,464.0,461.0,0.9094827586206896,4.331786650862068,10.0,0.0
20250825,mobile,Safari (in-app),iOS,462.0,461.0,0.9415584415584416,3.7600237272727273,1.0,0.0
20251019,mobile,Chrome,Android,462.0,433.0,0.6385281385281385,67.47885008441558,5.0,0.0
20250912,mobile,Safari (in-app),iOS,461.0,458.0,0.89587852494577,6.754841221258134,15.0,0.0
20250805,mobile,Safari (in-app),iOS,460.0,460.0,0.9565217391304348,3.5946547434782605,11.0,0.0
20250812,mobile,Safari (in-app),iOS,457.0,455.0,0.9409190371991247,3.5466486652078775,9.0,0.0
20250908,mobile,Safari (in-app),iOS,457.0,455.0,0.9234135667396062,4.5294889737417945,10.0,0.0
20250911,mobile,Safari (in-app),iOS,453.0,450.0,0.9006622516556292,8.113101302428255,16.0,0.0
20250826,mobile,Safari (in-app),iOS,452.0,450.0,0.9092920353982301,7.260041984513274,6.0,0.0
20250804,mobile,Safari (in-app),iOS,447.0,446.0,0.9194630872483222,2.51769003131991,6.0,0.0
20251001,mobile,Safari (in-app),iOS,446.0,445.0,0.9170403587443946,2.773547004484305,33.0,0.0
20251016,mobile,Chrome,Android,445.0,414.0,0.6247191011235955,65.33716227865169,7.0,0.0
20250903,mobile,Safari (in-app),iOS,442.0,441.0,0.9570135746606335,5.386841343891404,3.0,0.0
20250501,mobile,Chrome,Android,434.0,401.0,0.6036866359447005,58.106256264976956,3.0,0.0
20250719,mobile,Safari (in-app),iOS,433.0,432.0,0.9237875288683602,2.4079307575057736,8.0,0.0
20260401,mobile,Safari,iOS,430.0,425.0,0.8883720930232558,14.866030395348837,2.0,0.0
20250502,mobile,Chrome,Android,429.0,398.0,0.6596736596736597,91.99224313752914,1.0,0.0
20251014,mobile,Chrome,Android,428.0,406.0,0.6144859813084113,83.27965690420562,5.0,0.0
20250927,mobile,Android Webview,Android,426.0,393.0,0.7065727699530516,68.52995656103286,13.0,0.0
20251011,mobile,Chrome,Android,426.0,397.0,0.5821596244131455,63.56129634741785,8.0,0.0
20250929,mobile,Android Webview,Android,424.0,393.0,0.6627358490566038,82.93307628066039,9.0,0.0
20260407,mobile,Safari,iOS,423.0,422.0,0.8983451536643026,8.818711505910166,2.0,0.0
20260409,mobile,Safari,iOS,422.0,416.0,0.8341232227488151,14.026174869668246,1.0,0.0
20251106,mobile,Safari (in-app),iOS,416.0,416.0,0.875,6.552941170673078,47.0,0.0
20250929,mobile,Safari (in-app),iOS,415.0,412.0,0.8554216867469879,4.613033855421687,39.0,0.0
20250721,mobile,Safari (in-app),iOS,411.0,410.0,0.9343065693430657,7.363496287104622,4.0,0.0
20250503,mobile,Chrome,Android,410.0,388.0,0.5463414634146342,88.11365044390243,2.0,0.0
20250720,mobile,Safari (in-app),iOS,410.0,409.0,0.9170731707317074,3.251712780487805,9.0,0.0
20250904,mobile,Safari (in-app),iOS,407.0,404.0,0.9115479115479116,8.710343936117935,7.0,0.0
20260408,mobile,Safari,iOS,405.0,393.0,0.8493827160493828,15.642228580246915,3.0,0.0
20250910,mobile,Safari (in-app),iOS,404.0,403.0,0.8787128712871287,84.79339006435644,6.0,0.0
20250814,mobile,Chrome,Android,403.0,385.0,0.598014888337469,64.7530325955335,4.0,0.0
20250919,mobile,Safari (in-app),iOS,399.0,396.0,0.8822055137844611,8.301464626566418,19.0,0.0
20250924,mobile,Safari (in-app),iOS,396.0,395.0,0.8232323232323232,19.65487259343434,40.0,0.0
20260402,mobile,Safari,iOS,396.0,394.0,0.8686868686868687,13.469147361111112,8.0,0.0
20260208,mobile,Safari,iOS,394.0,379.0,0.6548223350253807,47.22159813705584,2.0,0.0
20250917,mobile,Safari (in-app),iOS,392.0,391.0,0.9005102040816326,4.274637599489796,18.0,0.0
20260308,mobile,Safari (in-app),iOS,389.0,390.0,0.7275064267352185,8.22509488688946,99.0,0.0
20251020,mobile,Android Webview,Android,387.0,375.0,0.5116279069767442,103.4953168139535,12.0,0.0
20260207,mobile,Safari,iOS,387.0,375.0,0.6149870801033591,48.426303121447035,1.0,0.0
20250524,mobile,Safari,iOS,386.0,370.0,0.5,83.02600895854923,0.0,0.0
20260307,mobile,Safari (in-app),iOS,386.0,387.0,0.7331606217616581,8.210382740932642,107.0,0.0
20250730,mobile,Chrome,Android,385.0,365.0,0.6051948051948052,79.36870338961039,1.0,0.0
20251010,mobile,Safari (in-app),iOS,383.0,382.0,0.9164490861618799,5.6305841592689285,2.0,0.0
20251101,mobile,Chrome,Android,382.0,361.0,0.6492146596858639,89.28172114659687,16.0,0.0
20251015,mobile,Chrome,Android,381.0,365.0,0.6272965879265092,78.45945750918635,1.0,0.0
20250801,mobile,Chrome,Android,380.0,361.0,0.6,71.76133093157895,4.0,0.0
20260307,mobile,Safari,iOS,380.0,378.0,0.8526315789473684,15.25164700263158,1.0,0.0
20250718,mobile,Chrome,Android,379.0,360.0,0.5699208443271768,81.231549823219,3.0,0.0
20251028,mobile,Android Webview,Android,378.0,319.0,0.5211640211640212,126.35310715343917,6.0,0.0
20251011,mobile,Android Webview,Android,374.0,347.0,0.4893048128342246,119.66879232352942,9.0,0.0
20251102,mobile,Chrome,Android,374.0,345.0,0.6631016042780749,60.751768692513366,3.0,0.0
20251010,mobile,Android Webview,Android,372.0,346.0,0.49731182795698925,159.18945826075267,6.0,0.0
20250814,mobile,Safari (in-app),iOS,369.0,369.0,0.943089430894309,3.5403334932249324,1.0,0.0
20250922,mobile,Safari (in-app),iOS,367.0,363.0,0.8801089918256131,4.071875231607629,26.0,0.0
20250923,mobile,Safari (in-app),iOS,366.0,362.0,0.8743169398907104,8.090357642076503,32.0,0.0
20250813,mobile,Safari (in-app),iOS,364.0,364.0,0.9560439560439561,2.6839570741758245,6.0,0.0
20260321,mobile,Safari (in-app),iOS,363.0,362.0,0.7052341597796143,8.829406754820937,111.0,0.0
20251009,mobile,Safari (in-app),iOS,359.0,358.0,0.9331476323119777,5.993459688022284,3.0,0.0
20260314,mobile,Safari (in-app),iOS,357.0,358.0,0.7563025210084033,7.181874714285714,86.0,0.0
20250915,mobile,Safari (in-app),iOS,355.0,356.0,0.9014084507042254,6.6695205042253525,12.0,0.0
20251006,mobile,Safari (in-app),iOS,351.0,349.0,0.9373219373219374,3.283601418803419,5.0,0.0
20250916,mobile,Safari (in-app),iOS,350.0,348.0,0.8628571428571429,6.613170114285714,36.0,0.0
20251015,mobile,Android Webview,Android,349.0,333.0,0.49570200573065903,125.81243972492837,9.0,0.0
20251008,mobile,Safari (in-app),iOS,346.0,346.0,0.9710982658959537,1.8851405086705204,2.0,0.0
20260228,mobile,Safari (in-app),iOS,341.0,343.0,0.7448680351906158,8.417379061583578,85.0,0.0
20251110,mobile,Safari (in-app),iOS,340.0,340.0,0.8823529411764706,7.752854850000001,30.0,0.0
20251103,mobile,Chrome,Android,339.0,323.0,0.6637168141592921,68.56750737758112,5.0,0.0
20250930,mobile,Android Webview,Android,337.0,305.0,0.6409495548961425,77.64701626112759,5.0,0.0
20251013,mobile,Android Webview,Android,335.0,310.0,0.5104477611940299,128.68673902985074,2.0,0.0
20250621,mobile,Android Webview,Android,334.0,321.0,0.20359281437125748,64.66020291616766,22.0,0.0
20260315,mobile,Safari (in-app),iOS,327.0,327.0,0.7431192660550459,9.283961266055046,88.0,0.0
20251015,mobile,Safari (in-app),iOS,324.0,324.0,0.9166666666666666,14.83591611419753,1.0,0.0
20250926,mobile,Android Webview,Android,323.0,292.0,0.653250773993808,75.32714537151703,7.0,0.0
20250525,mobile,Safari,iOS,322.0,304.0,0.5217391304347826,76.08030180745341,7.0,0.0
20250918,mobile,Safari (in-app),iOS,322.0,324.0,0.9254658385093167,2.6753228478260866,17.0,0.0
20251007,mobile,Safari (in-app),iOS,321.0,321.0,0.9719626168224299,1.8292653676012463,0.0,0.0
20251009,mobile,Android Webview,Android,318.0,305.0,0.5314465408805031,133.97712292138365,2.0,0.0
20250906,mobile,Safari,iOS,317.0,300.0,0.5930599369085173,61.087293151419544,2.0,0.0
20250830,mobile,Safari,iOS,314.0,303.0,0.5987261146496815,44.26024735031847,3.0,0.0
20251021,mobile,Android Webview,Android,313.0,301.0,0.5143769968051118,109.8769026517572,7.0,0.0
20250718,mobile,Safari (in-app),iOS,311.0,310.0,0.9581993569131833,1.3718202829581994,3.0,0.0
20250507,mobile,Chrome,Android,310.0,225.0,0.5483870967741935,233.38278462580644,1.0,0.0
20251101,mobile,Android Webview,Android,308.0,294.0,0.564935064935065,87.15849504220779,2.0,0.0
20251022,mobile,Safari (in-app),iOS,307.0,301.0,0.8306188925081434,13.968277390879479,32.0,0.0
20251017,mobile,Safari (in-app),iOS,301.0,300.0,0.6810631229235881,31.544630936877077,5.0,0.0
20251025,mobile,Chrome,Android,301.0,291.0,0.6046511627906976,64.10254203654485,2.0,0.0
20251010,mobile,Chrome,Android,300.0,278.0,0.5766666666666667,87.74086971999999,7.0,0.0
20251027,mobile,Android Webview,Android,300.0,273.0,0.5766666666666667,89.34889514333335,5.0,0.0
20260322,mobile,Safari (in-app),iOS,300.0,300.0,0.74,9.23131493,80.0,0.0
20251013,mobile,Safari (in-app),iOS,298.0,298.0,0.9161073825503355,5.247572003355704,1.0,0.0
20250805,mobile,Chrome,Android,297.0,285.0,0.5824915824915825,67.91622224242424,3.0,0.0
20250813,mobile,Chrome,Android,295.0,284.0,0.5864406779661017,75.5838893661017,2.0,0.0
20250717,mobile,Chrome,Android,294.0,278.0,0.5476190476190477,84.58812079931973,8.0,0.0
20251021,mobile,Chrome,Android,294.0,282.0,0.5986394557823129,107.53581134013606,3.0,0.0
20250803,mobile,Chrome,Android,293.0,285.0,0.5665529010238908,71.40605119112627,5.0,0.0
20260221,mobile,Safari (in-app),iOS,292.0,292.0,0.75,7.5876124589041085,70.0,0.0
20250831,mobile,Safari,iOS,291.0,283.0,0.6563573883161512,40.524128003436424,6.0,0.0
20250907,mobile,Safari,iOS,290.0,277.0,0.6103448275862069,43.54464833448276,3.0,0.0
20251104,mobile,Chrome,Android,290.0,277.0,0.7034482758620689,62.05423827241379,6.0,0.0
20251031,mobile,Chrome,Android,289.0,281.0,0.643598615916955,43.435877339100344,2.0,0.0
20260308,mobile,Safari,iOS,289.0,290.0,0.8304498269896193,14.892986657439446,0.0,0.0
20260328,mobile,Safari,iOS,288.0,281.0,0.7083333333333334,131.15760582986113,3.0,0.0
20250430,mobile,Chrome,Android,287.0,265.0,0.6341463414634146,59.25283626132404,3.0,0.0
20250802,mobile,Chrome,Android,287.0,278.0,0.5331010452961672,73.9711973554007,8.0,0.0
20260314,mobile,Safari,iOS,286.0,276.0,0.7762237762237763,30.036204101398603,2.0,0.0
20250719,mobile,Android Webview,Android,285.0,265.0,0.24210526315789474,119.16928638245614,42.0,0.0
20250722,mobile,Samsung Internet,Android,285.0,269.0,0.6771929824561403,84.29430709122808,0.0,0.0
20250816,mobile,Samsung Internet,Android,285.0,259.0,0.6666666666666666,93.1906558877193,0.0,0.0
20250608,mobile,Chrome,Android,284.0,257.0,0.2676056338028169,105.61870108802817,4.0,0.0
20250724,mobile,Samsung Internet,Android,283.0,272.0,0.6325088339222615,60.30424552296821,0.0,0.0
20250906,mobile,Chrome,Android,281.0,267.0,0.5551601423487544,93.4550415871886,2.0,0.0
20250816,mobile,Android Webview,Android,279.0,250.0,0.37992831541218636,81.07281924014336,31.0,0.0
20250907,mobile,Chrome,Android,279.0,260.0,0.5985663082437276,59.29975924731183,3.0,0.0
20251020,desktop,Chrome,Windows,277.0,233.0,0.5595667870036101,64.27047132129962,4.0,0.0
20250721,mobile,Samsung Internet,Android,275.0,262.0,0.6363636363636364,71.47394976727273,1.0,0.0
20250726,mobile,Samsung Internet,Android,274.0,259.0,0.5912408759124088,77.56763094525547,0.0,0.0
20250818,mobile,Android Webview,Android,274.0,256.0,0.2773722627737226,74.75410684671533,57.0,0.0
20260111,mobile,Safari,iOS,272.0,256.0,0.5992647058823529,37.55591508455882,2.0,0.0
20250807,mobile,Chrome,Android,271.0,258.0,0.5904059040590406,75.71439498154982,10.0,0.0
20251014,mobile,Safari (in-app),iOS,271.0,271.0,0.9077490774907749,13.503905092250923,1.0,0.0
20250717,mobile,Safari (in-app),iOS,270.0,268.0,0.9074074074074074,12.309791377777776,4.0,0.0
20250725,mobile,Samsung Internet,Android,270.0,259.0,0.6851851851851852,59.0921277925926,0.0,0.0
20260329,mobile,Safari,iOS,270.0,261.0,0.762962962962963,22.807138303703702,3.0,0.0
20250619,mobile,Android Webview,Android,268.0,261.0,0.19029850746268656,91.94101709328358,20.0,0.0
20250809,mobile,Android Webview,Android,266.0,232.0,0.37969924812030076,127.69812508270677,31.0,0.0
20250923,mobile,Android Webview,Android,264.0,241.0,0.7348484848484849,68.80019071590908,3.0,0.0
20251025,mobile,Android Webview,Android,264.0,262.0,0.6287878787878788,96.7000490189394,5.0,0.0
20260214,mobile,Safari (in-app),iOS,263.0,263.0,0.7262357414448669,8.739313399239544,74.0,0.0
20251026,mobile,Android Webview,Android,262.0,250.0,0.5801526717557252,70.43510791603055,5.0,0.0
20250727,mobile,Samsung Internet,Android,261.0,249.0,0.6704980842911877,54.99286450574712,3.0,0.0
20250825,mobile,Android Webview,Android,261.0,233.0,0.3103448275862069,97.40489747126436,38.0,0.0
20251028,mobile,Chrome,Android,260.0,246.0,0.6230769230769231,64.59864371153846,5.0,0.0
20260306,mobile,Safari (in-app),iOS,260.0,260.0,0.7153846153846154,8.066452715384616,67.0,0.0
20260205,mobile,Safari,iOS,259.0,252.0,0.6254826254826255,55.39334426254826,4.0,0.0
20250531,mobile,Safari,iOS,257.0,244.0,0.5486381322957199,76.13879214396887,0.0,0.0
20251001,mobile,Android Webview,Android,257.0,238.0,0.6342412451361867,94.08929989883269,8.0,0.0
20260301,mobile,Safari (in-app),iOS,256.0,256.0,0.7578125,8.138912484375,68.0,0.0
20250723,mobile,Samsung Internet,Android,255.0,236.0,0.6392156862745098,343.0739702039216,0.0,0.0
20250727,mobile,Android Webview,Android,255.0,235.0,0.3215686274509804,83.94631858431373,27.0,0.0
20250520,mobile,Chrome,Android,254.0,244.0,0.2559055118110236,111.19585086614173,46.0,0.0
20250612,mobile,Chrome,Android,254.0,225.0,0.25196850393700787,82.42232898031497,6.0,0.0
20250806,mobile,Chrome,Android,254.0,241.0,0.5826771653543307,75.4813226535433,1.0,0.0
20251003,mobile,Android Webview,Android,253.0,233.0,0.5810276679841897,81.76851661660079,9.0,0.0
20251030,mobile,Chrome,Android,253.0,243.0,0.5810276679841897,72.11208961264822,0.0,0.0
20250524,mobile,Chrome,Android,252.0,243.0,0.42857142857142855,68.30604910714285,8.0,0.0
